,Common name / Scientific,Length,Recordist,Date,Time,Country,Location,Elev. (m),Type,Remarks,Actions,Cat.nr.,copyright,filename,download url
5,Jamaican Crow (Corvus jamaicensis),0:53,Barry Edmonston,2017-03-16,09:00,Jamaica,Portland Parish,220,call,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC379744,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC379744 - Jamaican Crow - Corvus jamaicensis.mp3,/379744/download
6,Jamaican Crow (Corvus jamaicensis),1:01,Nathan Hentze,2014-02-09,15:00,Jamaica,"Burnt Hil, Trelawny",500,call,"Crows perched in tree behind first row of trees beside road without any vehicle traffic. Eventually were seen as they flew off. Natural spacing of calls. 
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC263766,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC263766 - Jamaican Crow - Corvus jamaicensis.mp3,/263766/download
7,Jamaican Crow (Corvus jamaicensis),1:31,Nick Komar,2015-01-17,07:00,Jamaica,"Green Castle Estate House, Robins Bay, Saint Mary Parish",120,call,"bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC211346,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC211346 - Jamaican Crow - Corvus jamaicensis.mp3,/211346/download
8,Jamaican Crow (Corvus jamaicensis),0:04,Rick Bowers,1996-04-04,08:30,Jamaica,"Marshall's Pen, Mandeville",20,call,"bird-seen:yes
playback-used:no
 ID has been discussed and resolved. See the forum.[sono]",ABCDE,XC113178,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC113178 - Jamaican Crow - Corvus jamaicensis.mp3,/113178/download
0,Northern Mockingbird (Mimus polyglottos),1:05,Ron Overholtz,2020-05-15,08:00,United States,"C- Canal Bishop, Inyo County, California",1300,"adult, male, song","Cottonwood riparian
Tascam Dr-05
Audacity
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC559555,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC559555 - Northern Mockingbird - Mimus polyglottos.mp3,/559555/download
1,Northern Mockingbird (Mimus polyglottos),2:10,Manuel Grosselet,2022-07-29,09:32,Mexico,"Guadalupe Hidalgo, Soledad Etla, Oaxaca",1600,"mimicry/imitation, song","wildtronics mono amplified
TAscam Dr05
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC740449,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC740449 - Northern Mockingbird - Mimus polyglottos.mp3,/740449/download
2,Northern Mockingbird (Mimus polyglottos),1:17,Manuel Grosselet,2022-07-29,09:37,Mexico,"Guadalupe Hidalgo, Soledad Etla, Oaxaca",1600,"mimicry/imitation, song","wildtronics mono amplified
TAscam Dr05
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC740448,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC740448 - Northern Mockingbird - Mimus polyglottos.mp3,/740448/download
3,Northern Mockingbird (Mimus polyglottos polyglottos),2:21,Patrick J. Blake,2022-06-18,06:51,United States,"Avon Park Air Force Range, Avon Park, Polk County, Florida",20,"adult, dawn song, mimicry/imitation, sex uncertain, song","Natural vocalizations & mimicry:  listen for Bald Eagle, Great Crested Flycatcher, House Sparrow, Northern Flicker, etc.
Recorded on Motorola Edge 5G using Dolby On app; edited with Audacity: high-pass filter
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC732601,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC732601 - Northern Mockingbird - Mimus polyglottos polyglottos.mp3,/732601/download
4,Northern Mockingbird (Mimus polyglottos),1:23,Manuel Grosselet,2022-06-16,08:47,Mexico,"Guadalupe Hidalgo, Soledad Etla, Oaxaca",1600,song,"wildtronics mono amplified
TAscam Dr05
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC732254,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC732254 - Northern Mockingbird - Mimus polyglottos.mp3,/732254/download
5,Northern Mockingbird (Mimus polyglottos polyglottos),0:27,Manuel Grosselet,2022-06-14,08:40,Mexico,"San Pablo Etla, San Pablo Etla, Oaxaca",1800,"mimicry/imitation, song","wildtronics mono amplified
Tascam Dr05
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC731949,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC731949 - Northern Mockingbird - Mimus polyglottos polyglottos.mp3,/731949/download
6,Northern Mockingbird (Mimus polyglottos polyglottos),1:13,Manuel Grosselet,2022-06-14,09:05,Mexico,"San Pablo Etla, San Pablo Etla, Oaxaca",1800,"mimicry/imitation, song","wildtronics mono amplified
Tascam Dr05
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC731948,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC731948 - Northern Mockingbird - Mimus polyglottos polyglottos.mp3,/731948/download
7,Northern Mockingbird (Mimus polyglottos polyglottos),6:51,Manuel Grosselet,2022-06-14,09:13,Mexico,"San Pablo Etla, San Pablo Etla, Oaxaca",1800,"mimicry/imitation, song","wildtronics mono amplified
Tascam Dr05
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC731947,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC731947 - Northern Mockingbird - Mimus polyglottos polyglottos.mp3,/731947/download
8,Northern Mockingbird (Mimus polyglottos polyglottos),0:17,Manuel Grosselet,2022-06-14,09:01,Mexico,"San Pablo Etla, San Pablo Etla, Oaxaca",1800,"mimicry/imitation, song","wildtronics mono amplified
Tascam Dr05
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC731946,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC731946 - Northern Mockingbird - Mimus polyglottos polyglottos.mp3,/731946/download
9,Northern Mockingbird (Mimus polyglottos),0:14,William Whitehead,2022-05-28,02:00,United States,"Rahway, Union County, New Jersey",10,uncertain,"Recorded during NFC session around 2 AM.
bird-seen:no
playback-used:no
 Originally a mystery recording. See the forum.[sono]",ABCDE,XC728174,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC728174 - Northern Mockingbird - Mimus polyglottos.mp3,/728174/download
10,Northern Mockingbird (Mimus polyglottos polyglottos),2:11,Manuel Grosselet,2022-05-24,08:24,Mexico,"Guadalupe Hidalgo, Soledad Etla, Oaxaca",1600,"mimicry/imitation, song","wildtronics mono amplified
Tascam Dr05
ciccadas singing
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC726597,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC726597 - Northern Mockingbird - Mimus polyglottos polyglottos.mp3,/726597/download
11,Northern Mockingbird (Mimus polyglottos polyglottos),2:29,Manuel Grosselet,2022-05-24,09:04,Mexico,"Guadalupe Hidalgo, Soledad Etla, Oaxaca",1600,"mimicry/imitation, song","wildtronics mono amplified
Tascam Dr05
ciccadas singing
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC726596,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC726596 - Northern Mockingbird - Mimus polyglottos polyglottos.mp3,/726596/download
12,Northern Mockingbird (Mimus polyglottos polyglottos),2:04,Manuel Grosselet,2022-05-24,09:08,Mexico,"Guadalupe Hidalgo, Soledad Etla, Oaxaca",1600,"mimicry/imitation, song","wildtronics mono amplified
Tascam Dr05
ciccadas singing
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC726595,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC726595 - Northern Mockingbird - Mimus polyglottos polyglottos.mp3,/726595/download
13,Northern Mockingbird (Mimus polyglottos),1:11,Paul Driver,2022-02-27,06:23,United States,"Ochopee, Collier County, Florida",0,call,"bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC705574,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC705574 - Northern Mockingbird - Mimus polyglottos.mp3,/705574/download
14,Northern Mockingbird (Mimus polyglottos),0:38,Isain Contreras Rodríguez,2022-02-10,09:00,Mexico,"Tamarindos, Los Cabos, Baja California Sur",10,"adult, call, sex uncertain","Mic parabólico MA1len 13"" en Tascam DR-40x
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC702530,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC702530 - Northern Mockingbird - Mimus polyglottos.mp3,/702530/download
15,Northern Mockingbird (Mimus polyglottos),3:03,Ed Pandolfino,2017-06-10,06:43,United States,"Sacramento, Sacramento County, California",10,"adult, song","long sequence including lots of imitation
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC696318,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC696318 - Northern Mockingbird - Mimus polyglottos.mp3,/696318/download
16,Northern Mockingbird (Mimus polyglottos),1:37,Christopher McPherson,2021-03-21,08:30,United States,"HBHS Hollis, Hillsborough County, New Hampshire",130,"adult, call, sex uncertain, song","bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC691629,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC691629 - Northern Mockingbird - Mimus polyglottos.mp3,/691629/download
17,Northern Mockingbird (Mimus polyglottos),1:51,Brad Banner,2021-06-08,12:00,United States,"FM 126, Merkel, Taylor County, Texas",550,"adult, male, mimicry/imitation, song","Amplified. Changed from Mp4 to Mp3
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC684350,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC684350 - Northern Mockingbird - Mimus polyglottos.mp3,/684350/download
18,Northern Mockingbird (Mimus polyglottos),0:18,David A. Brinkman,2021-09-28,10:15,United States,"Cincinnati, Hamilton County, Ohio",180,"adult, song","Prominently singing from tops of evergreens. Occasionally flies to another branch, singing in flight along the way with wings spread.
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC677297,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC677297 - Northern Mockingbird - Mimus polyglottos.mp3,/677297/download
19,Northern Mockingbird (Mimus polyglottos),3:21,David A. Brinkman,2021-09-28,09:45,United States,"Cincinnati, Hamilton County, Ohio",180,"adult, song","Prominently singing from tops of evergreens. Occasionally flies to another branch, singing in flight along the way with wings spread.
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC677295,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC677295 - Northern Mockingbird - Mimus polyglottos.mp3,/677295/download
20,Northern Mockingbird (Mimus polyglottos),1:31,Sue Riffe,2021-07-18,6:36,United States,"Playalinda Beach, Brevard County, Florida",0,"adult, sex uncertain, song","Natural vocalization from a scrub bush. Bird imitated the follow birds songs; Reb-bellied Woodpecker call, Blue Jay, White-eyed Vireo, Northern Cardinal call, Eastern Kingbird, Florida Scrub-Jay, Carolina Wren, Osprey, and Eastern Towhee.
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC664292,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC664292 - Northern Mockingbird - Mimus polyglottos.mp3,/664292/download
21,Northern Mockingbird (Mimus polyglottos),2:49,Scott Olmstead,2021-07-20,10:40,United States,"Road to Elephant Head, Pima County, Arizona",1000,"adult, male, song","Singing from an exposed perch in open mesquite woodland, at times doing short fluttering flights while singing.
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC664117,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC664117 - Northern Mockingbird - Mimus polyglottos.mp3,/664117/download
22,Northern Mockingbird (Mimus polyglottos polyglottos),0:41,Manuel Grosselet,2021-07-11,09:00,Mexico,"San Pablo Etla, San Pablo Etla, Oaxaca",1700,"adult, male, mimicry/imitation, song","wildtronics mono amplified
TAscam Dr05
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC662555,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC662555 - Northern Mockingbird - Mimus polyglottos polyglottos.mp3,/662555/download
23,Northern Mockingbird (Mimus polyglottos polyglottos),0:10,Manuel Grosselet,2021-07-11,08:00,Mexico,"San Pablo Etla, San Pablo Etla, Oaxaca",1700,"adult, male, song","wildtronics mono amplified
TAscam Dr05
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC662554,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC662554 - Northern Mockingbird - Mimus polyglottos polyglottos.mp3,/662554/download
24,Northern Mockingbird (Mimus polyglottos polyglottos),2:24,Manuel Grosselet,2021-07-06,07:00,Mexico,"San Pablo Etla, San Pablo Etla, Oaxaca",1700,"adult, male, mimicry/imitation, song","wildtronics mono amplified
Tascam Dr05
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC661657,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC661657 - Northern Mockingbird - Mimus polyglottos polyglottos.mp3,/661657/download
25,Northern Mockingbird (Mimus polyglottos polyglottos),7:03,Manuel Grosselet,2021-07-06,07:30,Mexico,"San Pablo Etla, San Pablo Etla, Oaxaca",1700,"adult, male, mimicry/imitation, song","wildtronics mono amplified
Tascam Dr05
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC661656,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC661656 - Northern Mockingbird - Mimus polyglottos polyglottos.mp3,/661656/download
26,Northern Mockingbird (Mimus polyglottos),0:28,Jae Joon Wee,2021-06-13,15:30,United States,"Middletown Township (near  Highlands), Monmouth County, New Jersey",5,"life stage uncertain, sex uncertain, song","Recorded under a tree along the Sandy Hook Beach in the sunny and windy afternoon. The sound was very clear and beautiful
 Originally a mystery recording. See the forum.[sono]",ABCDE,XC656410,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC656410 - Northern Mockingbird - Mimus polyglottos.mp3,/656410/download
27,Northern Mockingbird (Mimus polyglottos),4:50,Manuel Grosselet,2021-06-06,09:30,Mexico,"San Pablo Etla, San Pablo Etla, Oaxaca",1700,song,"wildtronics mono amplified
Tascam Dr05
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC654864,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC654864 - Northern Mockingbird - Mimus polyglottos.mp3,/654864/download
28,Northern Mockingbird (Mimus polyglottos),3:05,Anand,2021-05-31,11:30,United States,"Laguna Niguel, Orange County, California",220,"adult, male, mimicry/imitation, song","Raw recording, bird about 20' away and periodically performing a wing display and hop routine every 30 or so seconds  through the song
 [sono]",ABCDE,XC653383,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC653383 - Northern Mockingbird - Mimus polyglottos.mp3,/653383/download
29,Northern Mockingbird (Mimus polyglottos),1:37,Christopher McPherson,2021-03-21,09:30,United States,"HBHS Hollis, Hillsborough County, New Hampshire",130,"adult, call, mimicry/imitation, song","bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC638306,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC638306 - Northern Mockingbird - Mimus polyglottos.mp3,/638306/download
30,Northern Mockingbird (Mimus polyglottos),0:41,Thomas Ryder Payne,2018-05-20,13:00,Bahamas,"Harbor Island (near  Dunmore Town), Harbour Island",20,"adult, mimicry/imitation, song, subsong","Rode NT2. Grassy area near water, song variations and imitations.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC636557,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC636557 - Northern Mockingbird - Mimus polyglottos.mp3,/636557/download
31,Northern Mockingbird (Mimus polyglottos),0:16,Thomas Ryder Payne,2018-05-20,13:00,Bahamas,"Harbor Island (near  Dunmore Town), Harbour Island",20,"adult, mimicry/imitation, song, subsong","Rode NT2. Grassy area near water, song variations and imitations.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC636556,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC636556 - Northern Mockingbird - Mimus polyglottos.mp3,/636556/download
32,Northern Mockingbird (Mimus polyglottos),2:30,Thomas Ryder Payne,2018-05-19,07:00,Bahamas,"Harbor Island (near  Dunmore Town), Harbour Island",20,"adult, mimicry/imitation, song, subsong","Rode NT2. Grassy area near water, song variations and imitations.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC636555,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC636555 - Northern Mockingbird - Mimus polyglottos.mp3,/636555/download
33,Northern Mockingbird (Mimus polyglottos),0:19,Thomas Ryder Payne,2018-05-19,07:00,Bahamas,"Harbor Island (near  Dunmore Town), Harbour Island",20,alarm call,"Rode NT2. Grassy area near water, raspy call.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC636554,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC636554 - Northern Mockingbird - Mimus polyglottos.mp3,/636554/download
34,Northern Mockingbird (Mimus polyglottos),0:26,Thomas Ryder Payne,2018-05-20,06:00,Bahamas,"Harbor Island (near  Dunmore Town), Harbour Island",20,alarm call,"Rode NT2. Grassy area near water, raspy call.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC636553,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC636553 - Northern Mockingbird - Mimus polyglottos.mp3,/636553/download
35,Northern Mockingbird (Mimus polyglottos),1:20,Ron Overholtz,2021-03-18,10:30,United States,"Aliso Summit Trail (near  Laguna Niguel), Orange County, California",240,"adult, sex uncertain, song","Tascam DR-05
Audacity
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC630434,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC630434 - Northern Mockingbird - Mimus polyglottos.mp3,/630434/download
36,Northern Mockingbird (Mimus polyglottos),1:20,Manuel Grosselet,2021-03-16,08:00,Mexico,"Santiago Etla, San Pablo Etla, Oaxaca",1700,"mimicry/imitation, song","wildtronics mono amplified
TAscam Dr05
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC629467,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC629467 - Northern Mockingbird - Mimus polyglottos.mp3,/629467/download
37,Northern Mockingbird (Mimus polyglottos polyglottos),3:21,Richard E. Webster,2018-07-14,06:27,United States,"Willow Tank, San Simon Valley, Cochise County, Arizona",1200,"adult, male, song","interval shortened at 1:44 and 2:15; another calling in background; moving around often; 
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC629346,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC629346 - Northern Mockingbird - Mimus polyglottos polyglottos.mp3,/629346/download
