,Common name / Scientific,Length,Recordist,Date,Time,Country,Location,Elev. (m),Type,Remarks,Actions,Cat.nr.,copyright,filename,download url,file_location
298,Common Wood Pigeon (Columba palumbus),0:10,Andrew Harrop,2021-07-02,07:30,United Kingdom,"Great Britain, Norfolk, England",0,"adult, song","Song from bird in hawthorn scrub. 
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC660561,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC660561 - Common Wood Pigeon - Columba palumbus.mp3,/660561/download,./nips/data/XC660561 - Common Wood Pigeon - Columba palumbus.mp3
299,Common Wood Pigeon (Columba palumbus),0:12,African,2021-03-30,12:00,Ukraine,"Dnipropetrovs'ka city council (near  Dnipropetrovs'k), Dnipropetrovs'ka oblast",70,"adult, male, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC659737,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC659737 - Common Wood Pigeon - Columba palumbus.mp3,/659737/download,./nips/data/XC659737 - Common Wood Pigeon - Columba palumbus.mp3
300,Common Wood Pigeon (Columba palumbus),0:17,Ireneusz Oleksik,2021-06-12,09:20,Poland,"Tychy, Mikołów County, śląskie",300,song,"Deciduous forest, ME 66, Tascam DR-100 MK III.
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC656115,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC656115 - Common Wood Pigeon - Columba palumbus.mp3,/656115/download,./nips/data/XC656115 - Common Wood Pigeon - Columba palumbus.mp3
301,Common Wood Pigeon (Columba palumbus),1:31,Uku Paal,2020-03-23,12:30,Estonia,"Kanaküla, Saarde Parish, Pärnu maakond",40,song,"HPF NR
bird-seen:no
playback-used:no
 [sono]",ABCDE,XC655599,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC655599 - Common Wood Pigeon - Columba palumbus.mp3,/655599/download,./nips/data/XC655599 - Common Wood Pigeon - Columba palumbus.mp3
302,Common Wood Pigeon (Columba palumbus),0:11,Micha Luhn,2021-06-06,07:00,Germany,"Universität Botanical Garden (near  Greifswald), Mecklenburg-Vorpommern",10,call,"Bird sat in an young acer, about 5m over ground;
Tascam DR-100 MKiii + 40cm parabola;
wav: 48kHz 24bit; 12s;
mp3: 320kHz, no filters were used; 12s;
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC655025,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC655025 - Common Wood Pigeon - Columba palumbus.mp3,/655025/download,./nips/data/XC655025 - Common Wood Pigeon - Columba palumbus.mp3
303,Common Wood Pigeon (Columba palumbus),0:18,Hans Norelius,2021-05-18,05:53,Sweden,"Nävekvarn, Nyköping Municipality, Södermanlands län",40,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC649826,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC649826 - Common Wood Pigeon - Columba palumbus.mp3,/649826/download,./nips/data/XC649826 - Common Wood Pigeon - Columba palumbus.mp3
304,Common Wood Pigeon (Columba palumbus),1:30,Z. D.,2021-04-23,11:00,United Kingdom,"Great Britain (in Littleover, Derby)",100,"Song, nest call, wing flaps","Suburban garden habitat. Two individuals concealed in the upper branches of a tree, where there is known to be at least one nest. The microphone is positioned directly under the tree. Sunny conditions with ambient temperature of ca. 15°C. Recording was amplified, and treated with slight high pass filter to eliminate low-pitched traffic noise. 
* 0:03 nest call 
* 0:34 song (individual 1)
* 0:52 song (individual 2, slightly closer to microphone)
* 1:00 song (individual 1 again)
* 1:12 lots of flapping - possibly a display of some sort. Despite the quantity of wing noise, neither individual left the tree for the duration of the recording.
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC647356,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC647356 - Common Wood Pigeon - Columba palumbus.mp3,/647356/download,./nips/data/XC647356 - Common Wood Pigeon - Columba palumbus.mp3
305,Common Wood Pigeon (Columba palumbus),1:37,Uku Paal,2021-05-01,05:30,Estonia,"Puhatu, Alutaguse Rural Municipality, Ida-Viru maakond",50,call,"A typical song. LPF NR
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC645299,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC645299 - Common Wood Pigeon - Columba palumbus.mp3,/645299/download,./nips/data/XC645299 - Common Wood Pigeon - Columba palumbus.mp3
306,Common Wood Pigeon (Columba palumbus palumbus),0:11,Karol Łanocha,2021-05-01,19:25,Poland,"Gmina Kęty (near  Kęty), Powiat oświęcimski, Małopolskie",280,"adult, male, song","bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC644463,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC644463 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/644463/download,./nips/data/XC644463 - Common Wood Pigeon - Columba palumbus palumbus.mp3
307,Common Wood Pigeon (Columba palumbus),2:57,Cedric Mroczko,2021-04-25,07:35,France,"Milhars, Tarn, Occitanie",380,song,"d100 + em272 clippy stereo
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC644081,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC644081 - Common Wood Pigeon - Columba palumbus.mp3,/644081/download,./nips/data/XC644081 - Common Wood Pigeon - Columba palumbus.mp3
308,Common Wood Pigeon (Columba palumbus),13:04,Cedric Mroczko,2021-04-25,07:20,France,"Milhars, Tarn, Occitanie",380,song,"d100 + em272 clippy stereo
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC644062,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC644062 - Common Wood Pigeon - Columba palumbus.mp3,/644062/download,./nips/data/XC644062 - Common Wood Pigeon - Columba palumbus.mp3
309,Common Wood Pigeon (Columba palumbus),6:22,Uku Paal,2021-04-13,18:30,Estonia,"Koitjärve, Kuusalu Parish, Harju maakond",90,song,"HPF LPF NR
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC641892,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC641892 - Common Wood Pigeon - Columba palumbus.mp3,/641892/download,./nips/data/XC641892 - Common Wood Pigeon - Columba palumbus.mp3
310,Common Wood Pigeon (Columba palumbus),0:48,Uku Paal,2021-04-13,08:30,Estonia,"Pala, Kuusalu Parish, Harju maakond",90,song,"hpf nr
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC641891,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC641891 - Common Wood Pigeon - Columba palumbus.mp3,/641891/download,./nips/data/XC641891 - Common Wood Pigeon - Columba palumbus.mp3
311,Common Wood Pigeon (Columba palumbus),0:11,Sean Morris,2021-04-13,05:19,United Kingdom,"Kinloch, Isle of Rum, Scotland",10,"adult, dawn song, sex uncertain","bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC640244,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC640244 - Common Wood Pigeon - Columba palumbus.mp3,/640244/download,./nips/data/XC640244 - Common Wood Pigeon - Columba palumbus.mp3
312,Common Wood Pigeon (Columba palumbus),0:03,Lars Edenius,2021-04-17,16:00,Sweden,"Umeå stad, Västerbottens län",10,wing beats & clapping,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC639789,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC639789 - Common Wood Pigeon - Columba palumbus.mp3,/639789/download,./nips/data/XC639789 - Common Wood Pigeon - Columba palumbus.mp3
313,Common Wood Pigeon (Columba palumbus),0:13,Lars Edenius,2021-04-17,16:00,Sweden,"Umeå stad, Västerbottens län",10,song,"bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC639788,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC639788 - Common Wood Pigeon - Columba palumbus.mp3,/639788/download,./nips/data/XC639788 - Common Wood Pigeon - Columba palumbus.mp3
314,Common Wood Pigeon (Columba palumbus),0:17,Nelson Conceição,2021-03-22,17:35,Portugal,"Ribeira da Assêca - Ponte São Domingos, Tavira, Faro",10,song,"Recorder: Zoom H1n
Windscreen: Zoom WSU-1
Editing: Audacity (High-pass filter 250Hz/6dB, sound normalized to -3dB).
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC639376,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC639376 - Common Wood Pigeon - Columba palumbus.mp3,/639376/download,./nips/data/XC639376 - Common Wood Pigeon - Columba palumbus.mp3
315,Common Wood Pigeon (Columba palumbus),0:15,Lars Edenius,2021-04-06,07:00,Sweden,"Baggböle, Umeå, Västerbottens län",10,song,"bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC636312,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC636312 - Common Wood Pigeon - Columba palumbus.mp3,/636312/download,./nips/data/XC636312 - Common Wood Pigeon - Columba palumbus.mp3
316,Common Wood Pigeon (Columba palumbus),0:09,Sean Morris,2021-04-02,05:23,United Kingdom,"Kinloch, Isle of Rum, Scotland",10,"adult, dawn song, sex uncertain","bird-seen:no
playback-used:no
 [sono]",ABCDE,XC636241,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC636241 - Common Wood Pigeon - Columba palumbus.mp3,/636241/download,./nips/data/XC636241 - Common Wood Pigeon - Columba palumbus.mp3
317,Common Wood Pigeon (Columba palumbus),0:09,Andrew Cobley,2021-03-19,21:14,United Kingdom,"Great Britain (near  Allesley), West Midlands, England",100,uncertain,"Wing beats, probably wood pigeon. Recording was made from my garden in a semi-rural/suburban area on the outskirts of Coventry UK. The area borders farmland and is well wooded. Date 19/03/2021, time 21:14. Weather conditions, 5ºC, wind direction:NNW wind speed:5mph, overcast. No modification to recording
bird-seen:no
playback-used:no
 Originally a mystery recording. See the forum.[sono]",ABCDE,XC630302,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC630302 - Common Wood Pigeon - Columba palumbus.mp3,/630302/download,./nips/data/XC630302 - Common Wood Pigeon - Columba palumbus.mp3
318,Common Wood Pigeon (Columba palumbus),0:27,Bernard BOUSQUET,2021-03-04,08:00,France,"Saint-Georges-d'Oléron, Charente-Maritime, Aquitaine Limousin Poitou-Charentes",0,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC628265,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC628265 - Common Wood Pigeon - Columba palumbus.mp3,/628265/download,./nips/data/XC628265 - Common Wood Pigeon - Columba palumbus.mp3
319,Common Wood Pigeon (Columba palumbus),0:10,Andrew Cobley,2021-03-05,22:15,United Kingdom,"Great Britain (near  Allesley), West Midlands, England",100,uncertain,"Woodpigeon wing beats. Recording was made from my garden in a semi-rural/suburban area on the outskirts of Coventry UK. The area borders farmland and is well wooded. Date 05/03/2021, time 22:15. Weather conditions, 4ºC, wind direction:E wind speed:6mph, overcast. No modification to recording
 Originally a mystery recording. See the forum.[sono]",ABCDE,XC626998,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC626998 - Common Wood Pigeon - Columba palumbus.mp3,/626998/download,./nips/data/XC626998 - Common Wood Pigeon - Columba palumbus.mp3
320,Common Wood Pigeon (Columba palumbus),0:43,Samuel Levy,2020-11-30,05:00,United Kingdom,"Great Britain (near  London), Greater London, England",70,song,"Unmodified recording using Tascam DR-05x.
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC626358,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC626358 - Common Wood Pigeon - Columba palumbus.mp3,/626358/download,./nips/data/XC626358 - Common Wood Pigeon - Columba palumbus.mp3
321,Common Wood Pigeon (Columba palumbus),0:10,Samuel Levy,2020-11-28,02:15,United Kingdom,"Great Britain (near  London), Greater London, England",70,song,"Unmodified recording using Tascam DR-05x.
bird-seen:no
playback-used:no
 [sono]",ABCDE,XC626347,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC626347 - Common Wood Pigeon - Columba palumbus.mp3,/626347/download,./nips/data/XC626347 - Common Wood Pigeon - Columba palumbus.mp3
322,Common Wood Pigeon (Columba palumbus),0:13,Karol Kustusch,2020-04-30,05:30,Poland,"Gmina Dubeninki (near  Czarnowo Średnie), gołdapski, Warmińsko-Mazurskie",190,song,"Mixed temperate forest. Autonomous recorder.
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC625004,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC625004 - Common Wood Pigeon - Columba palumbus.mp3,/625004/download,./nips/data/XC625004 - Common Wood Pigeon - Columba palumbus.mp3
323,Common Wood Pigeon (Columba palumbus),1:20,Craig Brookes,2021-02-26,03:17,United Kingdom,"Great Britain (near  Malmesbury), Wiltshire, England",80,song,"Woodpigeon singing during nocturnal recording.
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC624727,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC624727 - Common Wood Pigeon - Columba palumbus.mp3,/624727/download,./nips/data/XC624727 - Common Wood Pigeon - Columba palumbus.mp3
324,Common Wood Pigeon (Columba palumbus),0:38,Stanislas Wroza,2021-01-10,08:00,France,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",130,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC614215,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC614215 - Common Wood Pigeon - Columba palumbus.mp3,/614215/download,./nips/data/XC614215 - Common Wood Pigeon - Columba palumbus.mp3
325,Common Wood Pigeon (Columba palumbus),0:10,Mr Mark Shorten,2021-01-06,09:00,Ireland,"Ireland (near  Cork), Cork, County Cork",20,"adult, song",[sono],ABCDE,XC613346,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC613346 - Common Wood Pigeon - Columba palumbus.mp3,/613346/download,./nips/data/XC613346 - Common Wood Pigeon - Columba palumbus.mp3
326,Common Wood Pigeon (Columba palumbus palumbus),0:11,Chris Batty,2018-05-23,05:43,United Kingdom,"Knott End-on-Sea, Fylde, Lancashire, England",10,"song, wing beats","Recorded using a Sony PCM-M10 digital audio recorder. Edited using Audacity
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC612896,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC612896 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/612896/download,./nips/data/XC612896 - Common Wood Pigeon - Columba palumbus palumbus.mp3
327,Common Wood Pigeon (Columba palumbus palumbus),4:09,Chris Batty,2019-07-07,05:03,United Kingdom,"Knott End-on-Sea, Fylde, Lancashire, England",0,"duet, song, wing beats","Recorded using a Sony PCM-M10 digital audio recorder. Edited using Audacity
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC612861,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC612861 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/612861/download,./nips/data/XC612861 - Common Wood Pigeon - Columba palumbus palumbus.mp3
328,Common Wood Pigeon (Columba palumbus palumbus),5:09,Chris Batty,2019-04-07,06:27,United Kingdom,"Knott End-on-Sea, Fylde, Lancashire, England",0,song,"Recorded using a Sony PCM-M10 digital audio recorder. Edited using Audacity
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC612859,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC612859 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/612859/download,./nips/data/XC612859 - Common Wood Pigeon - Columba palumbus palumbus.mp3
329,Common Wood Pigeon (Columba palumbus palumbus),0:14,Chris Batty,2018-08-31,06:15,United Kingdom,"Knott End-on-Sea, Fylde, Lancashire, England",0,wing beats,"Recorded using a Sony PCM-M10 digital audio recorder. Edited using Audacity
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC612857,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC612857 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/612857/download,./nips/data/XC612857 - Common Wood Pigeon - Columba palumbus palumbus.mp3
330,Common Wood Pigeon (Columba palumbus palumbus),4:31,Chris Batty,2018-07-13,06:32,United Kingdom,"Knott End-on-Sea, Fylde, Lancashire, England",0,song,"Recorded using a Sony PCM-M10 digital audio recorder. Edited using Audacity
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC612856,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC612856 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/612856/download,./nips/data/XC612856 - Common Wood Pigeon - Columba palumbus palumbus.mp3
331,Common Wood Pigeon (Columba palumbus palumbus),5:31,Chris Batty,2018-05-28,07:21,United Kingdom,"Knott End-on-Sea, Fylde, Lancashire, England",0,"song, wing beats","Recorded using a Sony PCM-M10 digital audio recorder. Edited using Audacity
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC612855,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC612855 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/612855/download,./nips/data/XC612855 - Common Wood Pigeon - Columba palumbus palumbus.mp3
332,Common Wood Pigeon (Columba palumbus palumbus),0:04,Chris Batty,2018-05-15,04:58,United Kingdom,"Knott End-on-Sea, Fylde, Lancashire, England",0,wing beats,"Recorded using a Sony PCM-M10 digital audio recorder. Edited using Audacity
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC612854,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC612854 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/612854/download,./nips/data/XC612854 - Common Wood Pigeon - Columba palumbus palumbus.mp3
333,Common Wood Pigeon (Columba palumbus palumbus),1:47,Chris Batty,2017-09-18,07:10,United Kingdom,"Knott End-on-Sea, Fylde, Lancashire, England",0,"duet, song","Recorded using a Sony PCM-M10 digital audio recorder. Edited using Audacity
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC612853,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC612853 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/612853/download,./nips/data/XC612853 - Common Wood Pigeon - Columba palumbus palumbus.mp3
334,Common Wood Pigeon (Columba palumbus palumbus),2:50,Chris Batty,2017-08-21,07:07,United Kingdom,"Knott End-on-Sea, Fylde, Lancashire, England",0,song,"Recorded using a Sony PCM-M10 digital audio recorder. Edited using Audacity
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC612852,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC612852 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/612852/download,./nips/data/XC612852 - Common Wood Pigeon - Columba palumbus palumbus.mp3
335,Common Wood Pigeon (Columba palumbus palumbus),6:37,Chris Batty,2017-05-19,05:07,United Kingdom,"Knott End-on-Sea, Fylde, Lancashire, England",0,song,"Recorded using a Sony PCM-M10 digital audio recorder. Edited using Audacity
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC612851,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC612851 - Common Wood Pigeon - Columba palumbus palumbus.mp3,/612851/download,./nips/data/XC612851 - Common Wood Pigeon - Columba palumbus palumbus.mp3
336,Common Wood Pigeon (Columba palumbus),1:59,Romuald Mikusek,2020-05-25,6:25,Poland,"Bieszczadzki PN, Nasiczne, Carphatian Mountains",700,song,"automatic record, mixed forest near the stream, 4 series of calls (next 0:30, 1:01, 1:47)
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC589417,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC589417 - Common Wood Pigeon - Columba palumbus.mp3,/589417/download,./nips/data/XC589417 - Common Wood Pigeon - Columba palumbus.mp3
